1 3 -31022.261719 -11493.899414 55587.296875
14 0.938272 3.601292 -0.061338 -0.179901
8 0.139570 0.256793 0.809521 0.270198
9 0.139570 1.271667 0.060868 0.007791
1 2 10999.514648 -43036.777344 12502.096680
8 0.139570 1.953150 0.132408 -0.195403
9 0.139570 0.182687 0.189881 -0.784857
1 6 42159.968750 -43551.875000 46218.214844
9 0.139570 7.786510 0.101234 -0.015142
8 0.139570 0.239028 -0.310779 -0.061797
9 0.139570 3.757735 0.109686 -0.029577
8 0.139570 2.603651 0.030635 -0.155692
9 0.139570 0.564673 0.178562 0.102675
8 0.139570 1.262555 -0.207514 -0.148372
1 2 42797.621094 15532.589844 63794.402344
9 0.139570 0.118252 0.436171 0.034072
14 0.938272 0.726008 -0.828841 0.815219
1 8 -60530.781250 -3207.323242 3956.250244
9 0.139570 2.471734 -0.095251 0.096059
8 0.139570 4.915628 -0.042006 0.221767
8 0.139570 0.974867 0.026658 0.377661
9 0.139570 0.112603 -0.599177 0.033522
14 0.938272 0.417005 -0.171660 -0.188439
14 0.938272 0.896491 -0.724429 -0.079580
14 0.938272 0.159189 -0.260732 0.363133
9 0.139570 0.398111 1.415909 1.108877
1 5 27139.085938 -16278.962891 7604.273438
14 0.938272 0.186214 0.311245 0.680596
9 0.139570 3.379958 -0.103193 0.093993
14 0.938272 7.687317 -0.154156 -0.012725
8 0.139570 2.610991 -0.048590 0.086864
9 0.139570 0.145421 -0.787395 -1.538865
1 3 -14736.905273 -7087.010742 21843.832031
9 0.139570 0.082063 -0.958423 0.160370
14 0.938272 0.401876 -0.537356 -0.056782
14 0.938272 0.332556 1.198620 0.967712
1 2 25220.679688 28797.830078 40818.085938
14 0.938272 0.185161 -0.564857 -0.266653
14 0.938272 0.413151 -0.400882 0.100695
1 2 -22199.099609 5937.462402 62544.699219
14 0.938272 2.128874 -0.199991 0.265172
9 0.139570 3.320118 0.121993 0.032956
1 7 -18094.166016 5297.493164 3729.281006
9 0.139570 0.089480 -0.171343 -0.846614
8 0.139570 0.166878 0.433817 0.539906
8 0.139570 10.129466 -0.038826 -0.005605
9 0.139570 0.579402 0.416084 0.512224
9 0.139570 0.302355 -0.182669 -0.802497
9 0.139570 0.988519 -0.110573 0.381764
14 0.938272 0.482076 -0.147966 -0.474461
1 9 -34755.468750 -25533.000000 34762.687500
14 0.938272 0.222871 -0.596386 -0.709133
8 0.139570 4.327417 0.225287 -0.050919
9 0.139570 2.034645 0.161496 0.138251
8 0.139570 1.170572 0.008259 0.129832
8 0.139570 0.103628 0.890951 0.032028
14 0.938272 0.240536 -0.103058 0.431745
14 0.938272 0.308353 0.523481 -0.560915
14 0.938272 0.380965 -0.725705 -0.686285
9 0.139570 0.567175 -0.354679 1.090932
1 3 50242.433594 36465.035156 14447.534180
14 0.938272 1.174575 0.489827 -0.415111
9 0.139570 1.244773 0.642768 0.177868
8 0.139570 0.102587 0.115987 -0.603017
1 4 -47323.953125 28412.781250 63029.707031
9 0.139570 4.611221 0.037422 0.097804
8 0.139570 5.673887 0.005176 0.002457
9 0.139570 9.028597 0.080255 0.045483
8 0.139570 0.799900 -0.010177 -0.161977
1 2 12026.125000 12991.499023 26586.906250
14 0.938272 0.720177 -0.014033 -0.289645
14 0.938272 0.295491 -0.650872 0.759277
1 5 32667.408203 48072.109375 32889.375000
8 0.139570 82.723099 0.013652 -0.012646
11 0.493677 5.717105 0.003904 0.097555
9 0.139570 0.669674 -0.508114 0.283381
14 0.938272 0.659670 0.206910 0.645723
9 0.139570 0.866755 0.009341 0.212656
1 3 26566.833984 -23746.099609 64106.308594
14 0.938272 0.666224 -0.739674 0.042994
9 0.139570 3.379877 -0.361911 0.177165
8 0.139570 0.873696 0.195052 -0.276157
1 5 45199.328125 -30058.648438 46214.089844
8 0.139570 0.058083 3.324348 1.239726
2 0.000511 0.014881 -0.177923 0.904518
9 0.139570 0.549261 -0.258049 0.800389
8 0.139570 1.079188 -0.067415 -0.534881
14 0.938272 0.394748 -0.646998 0.073558
1 3 -53102.203125 15986.688477 29877.865234
9 0.139570 1.442879 -0.110159 -0.062170
8 0.139570 2.481696 -0.329658 0.156266
8 0.139570 0.088539 3.042804 -5.231675
1 5 -4791.236328 48705.410156 59364.656250
9 0.139570 9.688755 -0.131698 0.006581
14 0.938272 4.854704 0.168088 0.005376
8 0.139570 0.879079 0.157406 0.222648
14 0.938272 0.427903 -0.407236 0.169303
8 0.139570 0.430073 1.469983 -1.441109
1 8 28852.167969 26675.824219 47519.664062
12 0.493677 6.819392 0.006833 -0.018837
14 0.938272 0.520142 0.474313 0.080820
8 0.139570 0.257786 -0.566239 0.576078
9 0.139570 1.081686 0.234591 0.186992
14 0.938272 0.231165 0.182240 0.267444
14 0.938272 0.251025 -0.393615 -0.126086
14 0.938272 0.474789 0.220649 0.764153
8 0.139570 0.152212 -1.174229 -0.742706
1 3 20600.382812 12263.597656 28055.386719
8 0.139570 0.159962 -0.252829 0.528507
14 0.938272 0.229030 0.706095 0.822798
9 0.139570 0.698616 -0.310455 1.213844
1 4 -428.651672 49166.894531 32290.105469
9 0.139570 4.573617 0.083830 -0.141972
14 0.938272 2.258749 0.215129 -0.066297
8 0.139570 0.712619 0.096418 -0.264120
8 0.139570 0.793858 0.150942 0.083522
1 7 -56334.558594 -42121.929688 13841.311523
9 0.139570 5.503696 -0.092785 -0.056148
9 0.139570 1.272153 0.058427 -0.005666
9 0.139570 0.679142 0.624796 0.083875
14 0.938272 1.497353 -0.009576 0.401034
8 0.139570 0.511047 0.165524 -0.111293
14 0.938272 1.616452 -0.522047 -0.074152
9 0.139570 0.826922 -0.175519 -0.331759
1 2 -24915.330078 27500.964844 20076.091797
9 0.139570 2.980910 0.081512 -0.042566
14 0.938272 0.547915 -0.115240 0.291014
1 3 -38383.527344 -5513.868164 47948.832031
11 0.493677 4.594589 0.012891 0.033768
9 0.139570 0.179054 0.445963 0.575224
14 0.938272 0.261419 0.856552 1.049809
1 4 -26321.132812 16476.564453 11345.418945
9 0.139570 0.056919 0.923674 -0.343643
14 0.938272 2.581643 0.068921 -0.099553
9 0.139570 0.322172 -0.214884 0.167014
14 0.938272 0.285100 -0.200958 -0.763027
1 10 -46495.160156 -14480.991211 63797.382812
14 0.938272 0.218202 -0.489097 -0.039880
14 0.938272 0.213882 0.720309 0.025471
9 0.139570 7.714652 -0.011196 0.057473
8 0.139570 0.654270 -0.276496 0.409468
9 0.139570 0.197986 0.277240 -0.657627
